C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_56_041.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_56_041.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_56_041.jpg,0,0,0,1.424462E-06
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_56_123.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_56_123.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_56_123.jpg,0,0,0,1.921449E-06
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_56_190.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_56_190.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_56_190.jpg,0,0,0,7.099605E-06
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_56_259.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_56_259.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_56_259.jpg,0,0,0,1.344152E-05
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_56_328.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_56_328.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_56_328.jpg,0,0,0,1.749839E-05
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_56_419.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_56_419.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_56_419.jpg,0,0,0,1.284545E-05
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_56_507.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_56_507.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_56_507.jpg,0,0,0,4.707824E-06
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_56_579.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_56_579.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_56_579.jpg,0,0,0,1.641123E-05
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_56_664.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_56_664.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_56_664.jpg,0,0.2560152,0,0.1603564
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_56_758.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_56_758.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_56_758.jpg,0,0.5417574,0,0.7033269
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_56_843.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_56_843.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_56_843.jpg,-0.05,0.7950234,0,1.334015
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_56_936.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_56_936.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_56_936.jpg,0,1,0,2.248235
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_57_007.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_57_007.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_57_007.jpg,0,1,0,3.191695
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_57_075.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_57_075.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_57_075.jpg,0,0.9229405,0,3.882615
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_57_144.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_57_144.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_57_144.jpg,0,0.7171198,0,4.634843
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_57_219.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_57_219.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_57_219.jpg,0,0.4917817,0,5.138886
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_57_305.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_57_305.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_57_305.jpg,-0.15,0.4839223,0,5.495934
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_57_374.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_57_374.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_57_374.jpg,-0.3,0.6922489,0,5.894884
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_57_465.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_57_465.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_57_465.jpg,-0.5500001,0.9619309,0,6.799971
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_57_539.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_57_539.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_57_539.jpg,0,0.7358074,0,7.45792
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_57_606.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_57_606.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_57_606.jpg,0,0.5330563,0,7.811651
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_57_674.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_57_674.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_57_674.jpg,0,0.3320659,0,8.066846
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_57_742.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_57_742.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_57_742.jpg,0,0.294061,0,8.274924
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_57_825.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_57_825.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_57_825.jpg,-0.1,0.5465125,0,8.634991
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_57_897.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_57_897.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_57_897.jpg,-0.3,0.6223507,0,9.15809
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_57_964.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_57_964.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_57_964.jpg,0,0.422227,0,9.466087
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_58_032.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_58_032.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_58_032.jpg,0,0.2145814,0,9.628834
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_58_101.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_58_101.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_58_101.jpg,-0.05,0.009341761,0,9.638708
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_58_173.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_58_173.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_58_173.jpg,-0.2,0.2255149,0,9.660397
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_58_258.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_58_258.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_58_258.jpg,0,0,0,9.658492
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_58_326.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_58_326.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_58_326.jpg,-0.05,0,0,9.599681
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_58_402.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_58_402.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_58_402.jpg,-0.25,0.2259099,0,9.625515
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_58_487.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_58_487.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_58_487.jpg,-0.45,0.483072,0,9.852696
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_58_556.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_58_556.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_58_556.jpg,0,0.2767731,0,10.06455
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_58_642.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_58_642.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_58_642.jpg,0,0.01978382,0,10.10144
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_58_711.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_58_711.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_58_711.jpg,-0.15,0.1395765,0,10.07722
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_58_779.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_58_779.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_58_779.jpg,-0.35,0.3398163,0,10.22908
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_58_845.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_58_845.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_58_845.jpg,0,0.1394631,0,10.30537
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_58_918.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_58_918.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_58_918.jpg,-0.1,0,0,10.24724
C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\center_2020_04_11_18_14_59_004.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\left_2020_04_11_18_14_59_004.jpg,C:\Users\gugli\PycharmProjects\Self_driving_car_project\IMG\right_2020_04_11_18_14_59_004.jpg,-0.3,0.2061243,0,10.2494
